PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,SEASON,NUM_YRS,TARGET_4UP
Boniface Ndong,LAC,28,23,14,9,151.5,50,41.5,0.0,66.7,15,22,37,7,6,2,5,23,0,0,-44,2005-06,1,0
Robert Whaley,UTA,24,23,10,13,211.8,49,40.4,0.0,50.0,16,27,43,17,14,7,8,41,0,0,-44,2005-06,1,0
Chris Taft,GSW,21,17,9,8,143.9,47,60.5,0.0,16.7,19,17,36,2,2,2,6,25,0,0,11,2005-06,1,0
Ronny Turiaf,LAL,23,23,14,9,161.2,45,50.0,0.0,55.6,11,26,37,8,7,3,10,30,0,0,-13,2005-06,10,1
Arvydas Macijauskas,NOK,26,19,5,14,134.5,44,34.1,25.0,86.7,3,7,10,5,8,7,0,10,0,0,-7,2005-06,1,0
Melvin Sanders,SAS,25,16,14,2,112.9,41,48.5,66.7,70.0,4,19,23,3,8,5,0,20,0,0,-19,2005-06,1,0
Eddie Basden,CHI,23,19,10,9,141.2,39,40.5,14.3,80.0,7,21,28,8,9,9,2,17,0,0,16,2005-06,1,0
Luke Schenscher,CHI,24,20,11,9,148.6,36,61.5,0.0,30.8,8,21,29,7,5,1,3,21,0,0,10,2005-06,2,0
Anthony Roberson,MEM,23,16,11,5,88.3,35,45.2,50.0,100.0,0,6,6,5,3,1,0,6,0,0,-1,2005-06,3,0
John Lucas III,HOU,23,13,4,9,106.6,30,38.9,22.2,0.0,2,3,5,12,7,5,0,6,0,0,-7,2005-06,8,1
Dijon Thompson,PHX,23,10,8,2,42.5,28,44.0,36.4,100.0,4,7,11,1,2,3,1,6,0,0,-12,2005-06,2,0
Yaroslav Korolev,LAC,19,24,12,12,127.0,27,30.0,28.6,70.0,5,8,13,9,6,3,0,11,0,0,-7,2005-06,2,0
Devin Green,LAL,23,27,13,14,134.6,25,21.4,0.0,61.9,10,14,24,7,5,3,0,13,0,0,-43,2005-06,1,0
Amir Johnson,DET,19,3,1,2,38.8,20,70.0,66.7,100.0,3,1,4,3,4,0,2,7,0,0,-22,2005-06,14,1
Von Wafer,LAL,20,16,6,10,72.8,20,15.8,11.8,75.0,5,3,8,4,1,3,0,12,0,0,-25,2005-06,6,1
Noel Felix,SEA,24,12,7,5,81.6,18,24.0,33.3,62.5,3,10,13,2,8,2,3,13,0,0,-5,2005-06,1,0
Aaron Miles,GSW,23,19,13,6,118.1,16,33.3,0.0,100.0,0,14,14,24,11,4,1,13,0,0,-4,2005-06,1,0
Dwayne Jones,BOS,23,14,7,7,86.5,14,40.0,0.0,46.2,10,21,31,2,3,1,3,14,0,0,20,2005-06,5,1
Earl Barron,MIA,24,8,4,4,44.9,13,31.3,0.0,75.0,2,8,10,0,5,0,0,10,0,0,-33,2005-06,8,1
Julius Hodge,DEN,22,14,7,7,33.0,13,38.5,0.0,37.5,5,2,7,6,8,2,0,7,0,0,2,2005-06,2,0
Alex Acker,DET,23,5,3,2,35.1,9,25.0,20.0,0.0,1,4,5,4,4,1,0,4,0,0,-33,2005-06,2,0
Derrick Zimmerman,NJN,24,2,0,2,31.9,4,66.7,0.0,0.0,1,3,4,7,4,0,0,4,0,0,-11,2005-06,1,0
Sharrod Ford,PHX,24,3,3,0,13.0,4,66.7,0.0,0.0,1,2,3,0,2,0,1,7,0,0,-11,2005-06,1,0
Matt Walsh,MIA,23,2,2,0,3.4,2,100.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,-13,2005-06,1,0
Randy Holcomb,CHI,26,4,3,1,10.5,2,100.0,0.0,0.0,1,0,1,0,0,0,0,2,0,0,-1,2005-06,1,0
Alex Scales,SAS,27,1,1,0,0.2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2005-06,1,0
Deng Gai,PHI,24,2,0,2,4.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-3,2005-06,1,0
Martynas Andriuskevicius,CLE,20,6,1,5,9.4,0,0.0,0.0,0.0,1,3,4,0,0,2,0,1,0,0,11,2005-06,1,0
Ben Gordon,CHI,22,82,47,35,2013.1,1235,41.1,40.5,86.3,55,160,215,164,186,53,10,224,0,0,147,2004-05,11,1
Emeka Okafor,CHA,22,73,16,57,2599.6,1105,44.7,0.0,60.9,275,520,795,64,125,62,125,214,47,0,-344,2004-05,10,1
Dwight Howard,ORL,19,82,36,46,2678.4,981,52.0,0.0,67.1,287,536,823,75,165,77,136,232,32,0,-178,2004-05,18,1
Josh Childress,ATL,22,80,12,68,2371.8,807,47.0,23.2,82.3,195,287,482,151,106,74,35,184,12,0,-441,2004-05,8,1
JR Smith,NOH,19,76,18,58,1863.5,782,39.4,28.8,68.9,39,113,152,142,109,55,11,135,0,0,-400,2004-05,16,1
Nenad Krstic,NJN,21,75,40,35,1967.6,747,49.3,0.0,72.5,161,240,401,77,112,32,63,280,9,0,72,2004-05,7,1
Andre Iguodala,PHI,21,82,43,39,2680.8,741,49.3,33.1,74.3,89,375,464,246,139,138,48,204,5,1,-18,2004-05,18,1
Josh Smith,ATL,19,74,11,63,2049.9,715,45.5,17.4,68.8,147,310,457,127,135,59,144,157,10,0,-376,2004-05,13,1
Luol Deng,CHI,20,61,36,25,1661.1,711,43.4,26.5,74.1,92,230,322,135,118,48,27,98,3,0,159,2004-05,15,1
Jameer Nelson,ORL,23,79,34,45,1615.0,689,45.5,31.2,68.2,52,141,193,237,117,78,3,199,1,0,-111,2004-05,14,1
Andres Nocioni,CHI,25,81,47,34,1895.5,677,40.1,25.8,76.6,69,317,386,122,135,37,34,208,3,0,-178,2004-05,8,1
Matt Bonner,TOR,25,82,33,49,1545.0,589,53.3,42.4,78.9,108,177,285,48,40,39,19,220,0,0,-44,2004-05,12,1
Tony Allen,BOS,23,77,42,35,1254.5,492,47.5,38.7,73.7,85,136,221,64,77,76,24,156,0,0,136,2004-05,14,1
Chris Duhon,CHI,22,82,47,35,2171.8,487,35.2,35.5,73.1,23,190,213,398,119,82,3,205,2,0,113,2004-05,9,1
Al Jefferson,BOS,20,71,39,32,1044.2,475,52.8,0.0,63.0,119,193,312,24,66,22,55,195,3,0,-44,2004-05,14,1
Beno Udrih,SAS,22,80,57,23,1155.2,471,44.4,40.8,75.3,16,67,83,150,77,41,10,96,1,0,127,2004-05,13,1
Nick Collison,SEA,24,82,52,30,1397.4,461,53.5,0.0,70.3,155,220,375,32,62,34,50,252,4,0,95,2004-05,14,1
Sebastian Telfair,POR,20,68,19,49,1330.1,460,39.3,24.6,78.9,10,94,104,224,125,35,4,120,3,0,-191,2004-05,10,1
Devin Harris,DAL,22,76,56,20,1176.7,436,42.9,33.6,75.7,28,74,102,169,82,77,19,139,0,0,-37,2004-05,15,1
Quinton Ross,LAC,24,78,36,42,1638.2,397,43.2,25.0,67.3,59,151,210,109,54,51,22,165,0,0,-212,2004-05,7,1
Kirk Snyder,UTA,22,68,23,45,900.4,338,37.2,35.3,66.7,50,71,121,36,58,26,19,116,0,0,-141,2004-05,4,0
Kris Humphries,UTA,20,67,17,50,869.0,278,40.4,33.3,43.6,73,124,197,43,52,25,18,96,1,0,-168,2004-05,13,1
Anderson Varejao,CLE,22,54,27,27,868.8,266,51.3,0.0,53.5,109,148,257,27,26,41,38,122,0,0,84,2004-05,14,1
David Harrison,IND,22,43,23,20,759.9,264,57.6,0.0,57.1,48,87,135,13,53,16,55,134,1,0,-19,2004-05,4,0
Shaun Livingston,LAC,19,30,13,17,820.0,222,41.4,0.0,74.6,22,67,89,151,75,32,11,82,1,0,-17,2004-05,14,1
Royal Ivey,ATL,23,62,9,53,813.5,220,42.9,33.3,70.1,19,65,84,103,58,39,7,140,0,0,-51,2004-05,10,1
Jackson Vroman,NOH,24,46,12,34,706.1,212,41.2,0.0,64.0,64,111,175,40,64,25,19,105,2,0,-65,2004-05,2,0
Rafael Araujo,TOR,24,59,24,35,735.6,196,43.4,33.3,78.2,59,126,185,16,52,21,8,157,0,0,-48,2004-05,3,0
Damien Wilkins,SEA,25,29,17,12,516.2,183,43.5,27.1,61.8,29,37,66,26,16,22,10,55,0,0,-85,2004-05,10,1
Delonte West,BOS,21,39,23,16,504.8,175,42.6,35.8,70.4,14,51,65,53,24,21,8,69,0,0,6,2004-05,8,1
Viktor Khryapa,POR,22,32,6,26,529.1,135,43.5,36.4,54.8,28,80,108,25,33,20,18,80,0,0,-124,2004-05,4,0
Kevin Martin,SAC,22,45,28,17,458.1,131,38.5,20.0,65.5,29,29,58,22,24,16,3,35,0,0,16,2004-05,12,1
Donta Smith,ATL,21,38,6,32,433.5,127,38.9,27.3,68.8,19,33,52,39,25,23,5,50,0,0,-61,2004-05,2,0
Andre Barrett,ORL,23,38,17,21,477.0,118,36.3,26.9,73.7,11,29,40,69,27,19,1,51,1,0,26,2004-05,4,0
Mario Kasun,ORL,25,45,19,26,351.4,118,48.0,0.0,55.8,52,76,128,8,26,8,13,86,0,0,-24,2004-05,2,0
Carlos Delfino,DET,22,30,20,10,462.3,116,35.9,25.7,57.5,13,42,55,38,23,22,6,44,0,0,-23,2004-05,8,1
Lionel Chalmers,LAC,24,36,15,21,424.4,111,33.6,24.5,62.5,4,27,31,51,24,13,0,30,0,0,-47,2004-05,1,0
Andris Biedrins,GSW,19,30,17,13,382.3,109,57.7,0.0,47.5,47,71,118,12,12,12,24,87,1,0,44,2004-05,10,1
Sasha Vujacic,LAL,21,35,12,23,402.4,101,28.2,27.0,94.7,13,49,62,51,15,12,2,41,0,0,14,2004-05,10,1
Bernard Robinson,CHA,24,31,6,25,329.0,93,44.4,37.5,69.2,14,34,48,30,20,11,4,42,0,0,-99,2004-05,3,0
Matt Freije,NOH,23,23,3,20,437.0,93,29.1,25.9,62.5,16,45,61,20,17,13,2,40,1,0,-81,2004-05,2,0
Billy Thomas,NJN,29,25,15,10,350.4,92,36.2,30.4,77.8,7,29,36,17,9,14,1,29,0,0,-15,2004-05,3,0
Antonio Burks,MEM,25,24,10,14,217.4,73,46.7,27.3,73.7,1,11,12,28,12,13,1,25,0,0,-34,2004-05,2,0
Pape Sow,TOR,23,27,11,16,251.9,62,39.7,0.0,59.3,18,39,57,2,10,12,4,46,0,0,1,2004-05,3,0
Horace Jenkins,DET,30,15,11,4,101.5,42,33.3,0.0,92.3,3,6,9,9,7,5,1,6,0,0,-16,2004-05,1,0
Justin Reed,BOS,23,23,9,14,114.8,41,51.7,0.0,73.3,8,8,16,10,5,3,1,12,0,0,14,2004-05,3,0
Luis Flores,DEN,24,16,3,13,74.3,35,48.3,50.0,100.0,1,2,3,11,11,2,0,9,0,0,22,2004-05,1,0
John Edwards,IND,23,25,13,12,133.4,29,36.7,0.0,50.0,8,11,19,3,8,3,4,12,0,0,-70,2004-05,2,0
Luke Jackson,CLE,23,10,5,5,43.1,29,37.0,66.7,83.3,2,4,6,3,2,0,0,4,0,0,-18,2004-05,4,0
Corsley Edwards,NOH,26,10,0,10,110.0,27,32.3,0.0,58.3,12,13,25,3,2,3,4,19,0,0,-31,2004-05,1,0
Ha Ha,POR,19,19,4,15,100.2,26,43.5,0.0,54.5,6,12,18,2,12,1,5,21,0,0,-11,2004-05,2,0
James Thomas,ATL,24,11,2,9,113.2,26,60.0,0.0,33.3,17,20,37,4,7,4,4,13,0,0,-52,2004-05,2,0
Mark Jones,ORL,30,10,2,8,115.1,23,29.0,0.0,50.0,6,7,13,6,3,5,2,16,0,0,5,2004-05,1,0
Jared Reiner,CHI,23,19,8,11,131.8,21,33.3,0.0,25.0,13,25,38,1,9,3,7,35,0,0,-20,2004-05,2,0
DJ Mbenga,DAL,24,15,9,6,56.6,15,42.9,0.0,75.0,3,5,8,0,5,0,5,13,0,0,-37,2004-05,7,1
Robert Swift,SEA,19,16,10,6,69.7,15,45.5,0.0,55.6,1,4,5,2,4,1,7,16,0,0,-33,2004-05,4,0
Erik Daniels,SAC,23,21,14,7,70.8,13,33.3,50.0,0.0,7,11,18,4,6,2,0,7,0,0,-33,2004-05,1,0
Peter John Ramos,WAS,20,6,1,5,19.6,11,50.0,0.0,50.0,1,3,4,0,3,0,1,4,0,0,-3,2004-05,1,0
Jackie Butler,NYK,20,3,2,1,4.4,10,100.0,0.0,100.0,0,0,0,0,1,1,0,0,0,0,1,2004-05,3,0
Awvee Storey,NJN,28,9,2,7,27.1,8,30.0,50.0,50.0,4,1,5,1,0,0,0,3,0,0,-13,2004-05,3,0
Geno Carlisle,POR,28,6,2,4,15.4,8,66.7,0.0,66.7,1,0,1,1,1,0,0,1,0,0,-7,2004-05,1,0
Andre Emmett,MEM,22,8,5,3,25.9,7,33.3,0.0,60.0,0,2,2,0,1,0,0,4,0,0,-7,2004-05,2,0
Dorell Wright,MIA,19,3,3,0,27.7,7,27.3,0.0,100.0,0,1,1,3,3,4,0,2,0,0,-7,2004-05,11,1
Yuta Tabuse,PHX,24,4,4,0,17.3,7,16.7,100.0,100.0,2,2,4,3,1,0,0,1,0,0,-2,2004-05,1,0
Tony Bobbitt,LAL,25,2,0,2,11.9,5,40.0,50.0,0.0,0,3,3,0,0,0,0,1,0,0,-1,2004-05,1,0
Pavel Podkolzin,DAL,20,5,4,1,7.6,1,0.0,0.0,50.0,0,2,2,0,2,0,0,4,0,0,-3,2004-05,2,0
Brandin Knight,HOU,23,1,0,1,2.8,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,2004-05,1,0
Ibrahim Kutluay,SEA,31,5,4,1,10.9,0,0.0,0.0,0.0,0,1,1,0,2,0,0,1,0,0,-17,2004-05,1,0
Maurice Baker,POR,25,5,1,4,19.2,0,0.0,0.0,0.0,1,1,2,1,1,1,0,3,0,0,9,2004-05,1,0
Carmelo Anthony,DEN,20,82,43,39,2991.2,1725,42.6,32.2,77.7,183,315,498,227,247,97,41,225,11,0,65,2003-04,19,1
LeBron James,CLE,19,79,33,46,3126.9,1654,41.7,29.0,75.4,99,333,432,465,273,130,58,149,12,0,-144,2003-04,19,1
Dwyane Wade,MIA,22,61,34,27,2135.8,991,46.5,30.2,74.7,85,162,247,275,196,86,34,140,1,0,89,2003-04,16,1
Kirk Hinrich,CHI,23,76,20,56,2709.3,915,38.6,39.0,80.4,42,217,259,517,204,101,21,276,14,1,-253,2003-04,13,1
Chris Bosh,TOR,20,75,29,46,2516.5,861,45.9,35.7,70.1,191,366,557,78,107,59,106,215,13,0,-162,2003-04,13,1
Jarvis Hayes,WAS,22,70,23,47,2044.0,673,40.0,30.5,78.6,71,193,264,106,110,71,11,157,2,0,-296,2003-04,7,1
Josh Howard,DAL,24,67,40,27,1586.4,575,43.0,30.3,70.3,149,219,368,97,67,69,54,168,4,0,215,2003-04,10,1
Raul Lopez,UTA,24,82,42,40,1622.2,572,43.1,29.4,86.3,24,131,155,305,174,62,2,200,1,0,-45,2003-04,2,0
Leandro Barbosa,PHX,21,70,25,45,1500.6,550,44.7,39.5,77.0,23,100,123,165,120,93,7,184,0,0,-110,2003-04,14,1
Udonis Haslem,MIA,24,75,39,36,1796.5,550,45.9,0.0,76.5,189,284,473,51,74,33,24,197,11,0,-17,2003-04,19,1
Chris Kaman,LAC,22,82,28,54,1850.3,499,46.0,0.0,69.7,126,335,461,85,155,23,73,211,6,0,-212,2003-04,13,1
Keith Bogans,ORL,24,73,19,54,1786.0,498,40.3,35.8,63.1,106,211,317,98,75,46,10,128,2,0,-336,2003-04,11,1
Marcus Banks,BOS,22,81,35,46,1377.5,480,40.0,31.4,75.6,30,103,133,175,125,88,13,171,0,0,-117,2003-04,8,1
Marquis Daniels,DAL,23,56,32,24,1034.0,477,49.4,30.6,76.9,66,80,146,116,44,53,12,51,0,0,13,2003-04,10,1
Steve Blake,WAS,24,75,22,53,1387.2,444,38.6,37.1,82.1,18,99,117,209,128,57,7,100,1,0,-101,2003-04,13,1
T.J. Ford,MIL,21,55,29,26,1484.1,391,38.4,23.8,81.6,37,140,177,356,139,60,3,123,3,0,7,2003-04,8,1
Luke Ridnour,SEA,23,69,29,40,1112.7,382,41.4,33.8,82.3,35,73,108,163,80,52,7,105,1,0,-153,2003-04,12,1
Sasha Pavlovic,UTA,20,79,39,40,1136.5,382,39.6,27.1,77.4,44,115,159,60,67,41,16,187,0,0,-72,2003-04,10,1
Willie Green,PHI,22,53,22,31,767.5,364,40.1,31.1,72.8,16,49,65,53,59,26,5,83,0,0,-63,2003-04,12,1
Boris Diaw,ATL,22,76,28,48,1915.2,342,44.7,23.1,60.2,111,231,342,182,126,59,37,191,1,0,-243,2003-04,14,1
Darius Songaila,SAC,26,73,49,24,973.7,337,48.7,0.0,80.7,91,134,225,48,43,42,12,126,4,0,119,2003-04,8,1
Kyle Korver,PHI,23,74,28,46,861.8,330,35.2,39.1,79.2,30,81,111,40,41,25,8,102,0,0,8,2003-04,17,1
Ronald Dupree,CHI,23,47,12,35,901.8,292,39.4,44.4,62.9,55,112,167,55,51,32,18,134,0,0,-128,2003-04,6,1
Mo Williams,UTA,21,57,25,32,773.0,284,38.0,25.6,78.6,23,49,72,76,51,28,2,87,0,0,-76,2003-04,13,1
Mickael Pietrus,GSW,22,53,24,29,752.4,279,41.6,33.3,69.3,48,71,119,27,40,32,12,100,0,0,72,2003-04,10,1
David West,NOH,23,71,35,36,929.0,273,47.4,0.0,71.3,117,180,297,60,48,27,28,117,2,0,-93,2003-04,15,1
Francisco Elson,DEN,28,62,36,26,876.2,218,47.2,0.0,66.7,65,138,203,32,35,35,39,145,1,0,-39,2003-04,9,1
Zarko Cabarkapa,PHX,23,49,20,29,574.6,203,41.1,18.8,66.0,26,73,99,40,54,10,13,75,0,0,-140,2003-04,3,0
Zaza Pachulia,ORL,20,59,13,46,658.9,194,38.9,0.0,64.4,69,105,174,13,34,21,12,87,0,0,-65,2003-04,16,1
Richie Frahm,SEA,26,54,23,31,458.7,183,45.3,37.0,88.5,12,44,56,24,7,16,4,50,0,0,77,2003-04,4,0
Michael Sweetney,NYK,21,42,19,23,496.7,180,49.3,0.0,72.4,68,89,157,14,32,18,12,57,1,0,31,2003-04,4,0
Luke Walton,LAL,24,72,50,22,718.0,174,42.5,33.3,70.5,39,88,127,113,44,28,8,70,0,0,40,2003-04,10,1
Linton Johnson,CHI,24,41,12,29,732.4,173,35.5,21.2,59.5,59,124,183,27,37,37,32,90,2,0,-151,2003-04,6,1
Matt Barnes,LAC,24,38,11,27,720.4,171,45.7,15.4,70.5,53,98,151,48,44,27,3,76,1,0,-203,2003-04,14,1
Brian Cook,LAL,23,35,23,12,437.8,155,47.5,0.0,75.0,31,70,101,20,17,16,16,64,1,0,-7,2003-04,9,1
Zoran Planinic,NJN,21,49,31,18,466.7,153,41.1,28.1,63.3,14,41,55,68,36,13,3,70,0,0,-77,2003-04,3,0
Jason Kapono,CLE,23,41,16,25,423.3,145,40.3,47.7,83.3,19,36,55,14,21,13,2,41,0,0,-60,2003-04,9,1
Brandon Hunter,BOS,23,36,14,22,404.8,125,45.7,0.0,44.2,50,68,118,19,22,13,1,40,1,0,-4,2003-04,2,0
Travis Hansen,ATL,26,41,13,28,509.6,123,35.4,30.0,81.5,30,40,70,19,15,10,9,67,0,0,-10,2003-04,1,0
Maciej Lampe,PHX,19,21,9,12,224.9,96,48.9,0.0,76.9,9,35,44,9,15,3,3,28,0,0,-57,2003-04,3,0
Keith McLeod,MIN,24,33,22,11,385.3,88,32.9,10.0,76.7,5,29,34,59,29,16,1,39,0,0,-65,2003-04,4,0
Reece Gaines,ORL,23,38,4,34,354.6,69,29.1,30.0,64.0,8,31,39,40,18,11,2,22,0,0,-22,2003-04,3,0
Ben Handlogten,UTA,30,17,9,8,171.5,68,53.2,0.0,66.7,22,33,55,6,10,3,4,32,0,0,-13,2003-04,2,0
Curtis Borchardt,UTA,23,16,8,8,257.5,58,39.3,0.0,77.8,13,41,54,15,18,4,14,40,0,0,-29,2003-04,2,0
Darko Milicic,DET,19,34,29,5,159.6,48,26.2,0.0,58.3,11,32,43,7,13,7,15,33,0,0,-45,2003-04,10,1
Theron Smith,MEM,23,20,13,7,178.9,44,37.2,50.0,75.0,13,28,41,7,14,5,5,18,0,0,0,2003-04,2,0
Britton Johnsen,ORL,24,20,4,16,291.8,42,28.8,8.3,43.8,15,30,45,12,14,7,1,28,0,0,-92,2003-04,2,0
Maurice Carter,NOH,27,10,4,6,109.0,42,31.4,36.4,80.0,2,9,11,4,9,0,0,10,0,0,8,2003-04,1,0
Torraye Braggs,WAS,28,15,10,5,149.8,40,48.5,0.0,66.7,18,21,39,7,13,4,2,29,0,0,26,2003-04,2,0
Dahntay Jones,MEM,23,20,13,7,154.4,36,28.3,25.0,45.5,7,16,23,12,12,5,6,23,0,0,-44,2003-04,13,1
Desmond Penigar,ORL,22,10,4,6,86.4,32,50.0,0.0,100.0,6,18,24,3,6,2,2,14,0,0,20,2003-04,1,0
Kendrick Perkins,BOS,19,10,4,6,35.2,22,53.3,0.0,66.7,5,9,14,3,5,0,2,6,0,0,18,2003-04,14,1
Matt Carroll,SAS,23,16,7,9,66.0,19,43.8,33.3,66.7,1,5,6,2,6,1,0,8,0,0,-9,2003-04,10,1
Omar Cook,POR,22,17,12,5,138.1,14,25.9,0.0,0.0,3,3,6,24,10,10,0,14,0,0,-25,2003-04,2,0
Desmond Ferguson,POR,26,7,2,5,30.7,13,41.7,37.5,0.0,0,4,4,1,1,0,0,0,0,0,9,2003-04,1,0
Ndudi Ebi,MIN,20,17,14,3,31.5,13,42.9,0.0,25.0,2,1,3,3,3,0,4,6,0,0,-9,2003-04,2,0
Troy Bell,MEM,23,6,5,1,34.9,11,22.2,0.0,100.0,3,1,4,4,6,1,0,6,0,0,7,2003-04,1,0
Hiram Fuller,ATL,23,4,1,3,42.5,8,37.5,0.0,33.3,4,7,11,2,4,0,1,5,0,0,3,2003-04,1,0
Ime Udoka,LAL,26,4,1,3,28.0,8,33.3,0.0,50.0,1,4,5,2,3,2,1,3,0,0,-4,2003-04,7,1
Travis Outlaw,POR,19,8,1,7,18.7,8,42.9,0.0,50.0,2,2,4,1,1,1,0,1,0,0,-22,2003-04,11,1
James Jones,IND,23,6,3,3,26.0,7,22.2,25.0,100.0,0,2,2,0,0,1,0,1,0,0,-3,2003-04,14,1
Kaniel Dickens,POR,25,3,2,1,13.1,7,100.0,0.0,50.0,2,0,2,0,1,0,0,3,0,0,-3,2003-04,3,0
Josh Davis,ATL,23,4,2,2,22.3,5,40.0,0.0,100.0,1,4,5,0,2,0,0,3,0,0,-7,2003-04,4,0
Alex Garcia,SAS,24,2,2,0,12.7,3,14.3,0.0,50.0,0,0,0,0,1,2,0,0,0,0,3,2003-04,2,0
Kirk Penney,MIA,23,2,0,2,17.1,3,16.7,33.3,0.0,0,1,1,1,3,1,0,1,0,0,-1,2003-04,2,0
Jerome Beasley,MIA,24,2,0,2,5.1,2,33.3,0.0,0.0,0,1,1,0,0,0,0,0,0,0,4,2003-04,1,0
Slavko Vranes,POR,21,1,0,1,2.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,2003-04,1,0
Caron Butler,MIA,23,78,24,54,2855.7,1201,41.6,31.8,82.4,135,262,397,213,192,137,31,230,3,0,-383,2002-03,14,1
Amar'e Stoudemire,PHX,20,82,44,38,2569.9,1106,47.2,20.0,66.1,250,471,721,78,189,62,87,269,25,0,8,2002-03,14,1
Yao Ming,HOU,22,82,43,39,2381.9,1104,49.8,50.0,81.1,196,479,675,137,173,31,147,230,27,0,140,2002-03,8,1
Gordan Giricek,ORL,26,76,30,46,2154.4,935,43.6,34.1,82.0,36,202,238,137,145,52,8,159,0,0,-152,2002-03,6,1
Drew Gooden,ORL,21,70,25,45,1875.6,875,45.7,29.2,71.2,163,292,455,83,150,53,35,172,12,0,-140,2002-03,14,1
Nene,DEN,20,80,17,63,2258.3,839,51.9,0.0,57.8,208,283,491,149,181,127,65,295,9,0,-261,2002-03,17,1
Carlos Boozer,CLE,21,81,17,64,2048.0,810,53.6,0.0,77.1,202,407,609,106,103,59,50,224,21,0,-496,2002-03,13,1
Jay Williams,CHI,21,75,26,49,1961.2,714,39.9,32.2,64.0,27,168,195,350,171,86,17,179,3,1,-380,2002-03,1,0
Dajuan Wagner,CLE,20,47,8,39,1384.9,629,36.9,31.6,80.0,20,62,82,130,85,38,7,107,1,0,-263,2002-03,4,0
Rasual Butler,MIA,24,72,19,53,1515.3,540,36.2,29.2,73.1,29,157,186,93,77,21,43,105,0,0,-224,2002-03,13,1
J.R. Bremer,BOS,22,64,32,32,1500.9,528,36.9,35.3,76.6,18,127,145,164,59,38,3,80,0,0,-75,2002-03,2,0
Manu Ginobili,SAS,25,69,50,19,1434.4,525,43.8,34.5,73.7,47,114,161,138,100,96,17,170,0,0,150,2002-03,16,1
Mehmet Okur,DET,24,72,43,29,1365.9,494,42.6,33.9,73.3,117,218,335,71,66,25,39,167,3,0,121,2002-03,10,1
Marko Jaric,LAC,24,66,22,44,1383.7,490,40.1,31.9,75.2,35,125,160,193,103,97,11,125,0,0,15,2002-03,7,1
Mike Batiste,MEM,25,75,28,47,1249.5,481,42.2,22.2,78.4,82,175,257,52,69,42,16,120,1,0,-136,2002-03,1,0
Mike Dunleavy,GSW,22,82,38,44,1306.1,466,40.3,34.7,78.0,66,148,214,106,86,53,19,120,0,0,63,2002-03,15,1
Junior Harrington,DEN,22,82,17,65,2000.3,418,36.2,25.0,65.2,44,206,250,277,157,80,15,250,1,0,-296,2002-03,3,0
Smush Parker,CLE,22,66,15,51,1101.4,408,40.2,32.2,83.1,29,90,119,162,133,48,12,106,0,0,-212,2002-03,5,1
Vincent Yarbrough,DEN,22,59,9,50,1379.3,406,39.3,26.9,79.0,36,126,162,130,81,57,33,145,0,0,-179,2002-03,1,0
Casey Jacobsen,PHX,22,72,38,34,1145.2,368,37.3,31.5,68.6,29,54,83,73,55,35,6,90,0,0,125,2002-03,4,0
Nikoloz Tskitishvili,DEN,20,81,16,65,1320.0,315,29.3,24.3,73.8,64,117,181,91,84,31,29,136,0,0,-200,2002-03,4,0
Juan Dixon,WAS,24,42,18,24,648.5,270,38.4,29.8,80.4,13,59,72,40,42,26,3,54,0,0,-32,2002-03,7,1
Pat Burke,ORL,29,62,30,32,786.2,267,38.2,14.3,69.0,57,89,146,23,47,19,25,99,0,0,-200,2002-03,3,0
Lonny Baxter,CHI,24,55,18,37,683.6,262,46.6,0.0,68.0,65,100,165,16,46,9,22,135,1,0,-54,2002-03,4,0
Melvin Ely,LAC,25,52,17,35,803.0,236,49.5,0.0,70.3,64,110,174,15,50,10,32,95,1,0,44,2002-03,9,1
Kareem Rush,LAL,22,76,47,29,874.8,227,39.3,27.9,69.6,26,68,94,68,63,10,11,71,0,0,-89,2002-03,7,1
Reggie Evans,SEA,23,67,35,32,1369.2,212,47.1,0.0,51.9,167,278,445,34,52,38,11,173,2,0,-12,2002-03,13,1
Chris Jefferies,TOR,23,51,11,40,666.6,197,38.7,33.3,67.4,16,43,59,22,45,19,16,56,0,0,-110,2002-03,2,0
Dan Dickau,ATL,24,50,23,27,518.1,183,41.2,36.1,80.8,9,34,43,85,53,14,2,66,0,0,-136,2002-03,6,1
Chris Wilcox,LAC,20,46,12,34,479.7,171,52.1,0.0,50.0,32,72,104,21,26,7,12,65,0,0,16,2002-03,11,1
Dan Gadzuric,MIL,25,49,21,28,759.4,169,48.3,0.0,51.8,66,131,197,9,27,22,52,125,1,0,-45,2002-03,10,1
Sean Lampley,MIA,23,35,8,27,487.8,169,43.4,0.0,69.5,26,57,83,31,25,7,3,43,0,0,-3,2002-03,2,0
Marcus Haislip,MIL,22,39,18,21,441.3,161,43.1,25.0,68.4,21,32,53,9,21,7,18,55,0,0,-48,2002-03,4,0
